departure_city,start_date,duration_days,num_people,budget_per_person_inr,preferred_pace,accommodation_style,interests,destination
Delhi,29-04-26,3,3,33949,Relaxed,Mid-range Hotels,Beaches|Culture|Nature,Coorg
Kochi,03-06-26,4,4,28467,Balanced,Mid-range Hotels,History,Jaipur
Mumbai,12-09-26,6,4,31551,Balanced,Mid-range Hotels,Adventure|Food,Da Nang
Kolkata,17-07-26,6,3,31509,Relaxed,Private Apartments,Beaches|Nature|Spiritual,Coorg
Mumbai,04-03-26,5,6,50355,Balanced,Luxury Hotels,Culture|Food,Singapore
Mumbai,05-07-26,1,3,15790,Relaxed,Mid-range Hotels,History|Nightlife,Varanasi
Delhi,25-12-25,8,1,55173,Balanced,Mid-range Hotels,Adventure|Beaches|History,Bali
Delhi,24-09-26,5,6,28996,Balanced,Private Apartments,Beaches|Culture,Jaipur
Hyderabad,08-04-26,4,6,22567,Relaxed,Private Apartments,History|Nature|Spiritual,Ooty
Mumbai,15-10-26,3,1,19289,Relaxed,Budget,History,Varanasi
Ahmedabad,01-05-26,8,4,61608,Action-Packed,Mid-range Hotels,Adventure,Ladakh
Delhi,17-12-25,3,3,21807,Relaxed,Budget,Nature,Shimla
Ahmedabad,20-12-25,3,1,40293,Balanced,Budget,Beaches,Phuket
Hyderabad,06-10-26,5,4,138917,Relaxed,Luxury Hotels,Beaches|Food,Maldives
Mumbai,13-11-25,7,2,33363,Balanced,Mid-range Hotels,Nature,Bali
Hyderabad,29-03-26,4,6,63076,Balanced,Mid-range Hotels,Food|Spiritual,Singapore
Ahmedabad,25-03-26,2,6,22790,Balanced,Private Apartments,Culture,Jaipur
Mumbai,08-05-26,5,2,114167,Relaxed,Luxury Hotels,Adventure|History|Nature,Maldives
Bangalore,04-05-26,7,3,19728,Balanced,Budget,Adventure,Manali
Pune,28-08-26,5,1,29788,Balanced,Mid-range Hotels,Culture|Food,Jaipur
Kochi,09-11-25,2,3,18723,Relaxed,Mid-range Hotels,History|Nature,Shimla
Hyderabad,06-10-26,5,4,138917,Relaxed,Luxury Hotels,Beaches|Food,Maldives
Delhi,30-09-26,5,6,25646,Relaxed,Private Apartments,Adventure|History|Nature,Ooty
Kolkata,25-09-26,2,6,17206,Relaxed,Mid-range Hotels,Culture|Nightlife,Varanasi
Hyderabad,23-04-26,6,6,24548,Balanced,Budget,Beaches|Culture|Nightlife,Goa
Bangalore,12-08-26,5,6,29244,Balanced,Mid-range Hotels,Beaches|Food|History,Da Nang
Ahmedabad,30-10-26,8,1,21369,Relaxed,Private Apartments,Food|Nature|Nightlife,Manali
Jaipur,26-07-26,5,2,55884,Balanced,Luxury Hotels,Culture|Food,Istanbul
Hyderabad,16-04-26,4,4,51940,Balanced,Private Apartments,Food,Dubai
Hyderabad,28-10-26,6,3,59621,Balanced,Mid-range Hotels,History|Spiritual,Istanbul
Kochi,09-11-25,2,3,18723,Relaxed,Mid-range Hotels,History|Nature,Shimla
Mumbai,08-05-26,5,2,114167,Relaxed,Luxury Hotels,Adventure|History|Nature,Maldives
Kochi,02-12-25,5,5,21105,Balanced,Private Apartments,Adventure|Beaches|Spiritual,Manali
Mumbai,05-10-26,2,6,14780,Relaxed,Mid-range Hotels,Culture|History,Varanasi
Ahmedabad,23-04-26,3,4,19525,Balanced,Mid-range Hotels,Food|Nature,Shimla
Delhi,18-08-26,4,4,34933,Balanced,Mid-range Hotels,Beaches,Bali
Ahmedabad,20-12-25,3,1,40293,Balanced,Budget,Beaches,Phuket
Chennai,21-05-26,4,2,25608,Action-Packed,Private Apartments,Adventure|Nightlife,Goa
Kochi,28-09-26,4,4,40076,Balanced,Budget,Nightlife,Phuket
Kolkata,24-10-26,4,1,23252,Balanced,Private Apartments,Food|Nature,Manali
Jaipur,01-02-26,2,6,12652,Relaxed,Mid-range Hotels,Culture|Nature,Varanasi
Kolkata,23-12-25,5,5,21634,Balanced,Mid-range Hotels,Adventure|Beaches|History,Shimla
Delhi,10-10-26,3,2,29581,Relaxed,Private Apartments,Beaches|Culture|Nature,Langkawi
Mumbai,08-09-26,3,2,18524,Relaxed,Mid-range Hotels,Culture|Food|Spiritual,Varanasi
Bangalore,22-03-26,3,4,29554,Relaxed,Private Apartments,Food,Coorg
Pune,16-05-26,5,4,28416,Balanced,Budget,Nightlife,Goa
Kolkata,15-08-26,4,1,29272,Relaxed,Private Apartments,Adventure|Culture,Manali
Jaipur,17-03-26,6,5,83760,Relaxed,Luxury Hotels,Nature,Maldives
Pune,14-08-26,5,6,20839,Relaxed,Budget,History|Nature|Nightlife,Ooty
Kolkata,07-04-26,2,1,27229,Relaxed,Mid-range Hotels,Food,Colombo
Chennai,07-12-25,5,2,99171,Action-Packed,Luxury Hotels,Food,Dubai
Delhi,10-08-26,3,6,14430,Action-Packed,Budget,Nature,Rishikesh
Kolkata,18-10-26,4,1,52659,Relaxed,Luxury Hotels,Food,Bali
Delhi,02-06-26,4,3,142169,Relaxed,Luxury Hotels,Adventure|Nature,Maldives
Pune,04-09-26,5,5,60741,Balanced,Mid-range Hotels,Beaches|Culture,Istanbul
Ahmedabad,23-04-26,3,1,110004,Relaxed,Luxury Hotels,Beaches|Culture,Maldives
Kolkata,25-02-26,6,2,35128,Balanced,Mid-range Hotels,Culture,Da Nang
Hyderabad,12-06-26,1,6,14571,Relaxed,Mid-range Hotels,Culture|Food|History,Varanasi
Kochi,30-11-25,6,6,40435,Balanced,Private Apartments,Adventure|Culture|History,Ladakh
Pune,21-07-26,3,5,30871,Balanced,Mid-range Hotels,Beaches|Food,Da Nang
Pune,11-06-26,3,6,29284,Balanced,Private Apartments,Food|Nightlife,Da Nang
Mumbai,15-10-26,3,3,27965,Balanced,Private Apartments,Culture|History|Nightlife,Jaipur
Kolkata,29-05-26,3,5,24670,Relaxed,Budget,Adventure|Culture|Food,Colombo
Kolkata,27-06-26,6,1,123698,Relaxed,Private Apartments,Culture|Nature,Maldives
Delhi,21-02-26,4,2,33161,Balanced,Mid-range Hotels,Adventure|Beaches|History,Da Nang
Chennai,01-07-26,10,4,55056,Balanced,Private Apartments,Adventure|Beaches,Ladakh
Hyderabad,29-03-26,4,6,63076,Balanced,Mid-range Hotels,Food|Spiritual,Singapore
Kolkata,15-08-26,4,1,29272,Relaxed,Private Apartments,Adventure|Culture,Manali
Ahmedabad,30-09-26,4,6,62134,Balanced,Luxury Hotels,History|Nightlife,Singapore
Kolkata,13-02-26,6,2,36645,Balanced,Budget,Food|Spiritual,Goa
Ahmedabad,12-06-26,4,2,51638,Balanced,Luxury Hotels,Food|Nightlife,Andaman & Nicobar Islands
Pune,09-05-26,5,3,26276,Relaxed,Budget,Culture,Colombo
Hyderabad,27-04-26,6,6,97230,Relaxed,Private Apartments,Beaches|Food,Maldives
Kolkata,01-08-26,5,1,30327,Relaxed,Budget,Nature,Ooty
Pune,28-11-25,6,3,92439,Balanced,Private Apartments,Culture,Dubai
Jaipur,26-06-26,5,3,36228,Action-Packed,Private Apartments,Food|Nature,Goa
Bangalore,10-07-26,2,5,15019,Relaxed,Budget,Culture|Nature,Varanasi
Kolkata,18-08-26,3,6,15941,Balanced,Budget,Spiritual,Pokhara
Mumbai,15-01-26,4,5,81890,Relaxed,Luxury Hotels,Beaches,Maldives
Hyderabad,07-05-26,4,1,67182,Balanced,Luxury Hotels,Culture|Food|History,Singapore
Kolkata,10-06-26,6,2,47803,Balanced,Budget,Food,Phuket
Mumbai,13-05-26,2,6,15273,Relaxed,Mid-range Hotels,Spiritual,Varanasi
Pune,03-04-26,4,6,44365,Balanced,Luxury Hotels,Food,Singapore
Pune,25-08-26,6,1,39136,Action-Packed,Mid-range Hotels,Food|History|Nature,Goa
