departure_city,start_date,duration_days,num_people,budget_per_person_inr,preferred_pace,accommodation_style,interests,destination
Bangalore,2024-10-08,6,3,13450,Balanced,Mid-range Hotels,Adventure,Rishikesh
Ahmedabad,2025-04-07,3,3,15308,Balanced,Private Apartments,Culture|Food,Dubai
Bangalore,2026-05-29,9,1,40707,Balanced,Mid-range Hotels,Relaxation,Langkawi
Pune,2024-02-29,5,3,38478,Balanced,Luxury Hotels,Beach,Bali
Hyderabad,2026-11-01,4,4,20103,Balanced,Mid-range Hotels,Wildlife,Langkawi
Pune,2026-07-01,8,3,36047,Balanced,Luxury Hotels,Wildlife,Singapore
Kolkata,2026-02-03,6,4,24735,Balanced,Budget,Shopping,Langkawi
Bangalore,2024-08-07,5,1,9712,Balanced,Budget,Relaxation|Culture,Shimla
Bangalore,2024-01-01,8,2,39121,Relaxed,Mid-range Hotels,Relaxation,Ooty
Delhi,2024-03-01,8,2,37818,Relaxed,Luxury Hotels,Spiritual|Food,Langkawi
Kolkata,2024-05-11,3,4,10503,Balanced,Private Apartments,Beach|Nightlife,Singapore
Jaipur,2024-02-23,2,4,11206,Action-Packed,Private Apartments,Shopping,Pokhara
Jaipur,2025-10-30,4,1,27112,Balanced,Mid-range Hotels,Beach,Bali
Pune,2024-08-23,6,2,33646,Action-Packed,Mid-range Hotels,Nightlife,Langkawi
Kochi,2025-04-28,7,2,13422,Balanced,Private Apartments,Adventure,Rishikesh
Kolkata,2024-06-07,5,2,15708,Relaxed,Mid-range Hotels,Nature|Adventure,Manali
Kolkata,2025-08-20,10,5,48753,Balanced,Mid-range Hotels,Culture,Varanasi
Ahmedabad,2024-09-09,5,1,15669,Relaxed,Mid-range Hotels,Nightlife|Beach,Goa
Bangalore,2025-04-25,7,4,16001,Balanced,Budget,Spiritual,Rishikesh
Hyderabad,2024-07-09,10,1,50781,Balanced,Private Apartments,Nightlife,Pokhara
Kolkata,2026-03-17,8,4,38958,Relaxed,Luxury Hotels,Relaxation|Nature,Dubai
Ahmedabad,2024-06-16,8,5,46265,Balanced,Private Apartments,Culture|Adventure,Ooty
Pune,2025-09-27,3,2,10150,Action-Packed,Mid-range Hotels,Heritage|Culture,Jaipur
Kochi,2024-03-01,4,5,12130,Balanced,Mid-range Hotels,Nature|Trekking,Manali
Mumbai,2026-03-20,7,2,35864,Balanced,Mid-range Hotels,Adventure,Ladakh
Ahmedabad,2024-07-09,7,6,42051,Balanced,Private Apartments,Wildlife,Varanasi
Bangalore,2024-08-18,6,5,25740,Balanced,Mid-range Hotels,Spiritual|Beach,Langkawi
Kolkata,2024-09-12,4,6,10087,Balanced,Mid-range Hotels,Culture|Nature,Shimla
Mumbai,2025-04-29,2,2,11988,Action-Packed,Budget,Spiritual,Singapore
Hyderabad,2026-09-14,8,2,24086,Relaxed,Private Apartments,Adventure,Manali
Kochi,2024-08-10,7,3,39393,Balanced,Mid-range Hotels,Wildlife,Da Nang
Chennai,2024-03-26,5,2,30734,Balanced,Mid-range Hotels,Spiritual|Culture,Varanasi
Kochi,2024-08-29,10,2,45757,Relaxed,Mid-range Hotels,Culture,Singapore
Mumbai,2024-04-15,9,2,43399,Balanced,Mid-range Hotels,Beach,Varanasi
Mumbai,2024-09-12,7,2,39344,Balanced,Mid-range Hotels,Spiritual,Da Nang
Kochi,2024-05-02,4,1,15745,Balanced,Mid-range Hotels,Spiritual,Coorg
Delhi,2026-07-26,5,3,24674,Balanced,Budget,Nature|Shopping,Istanbul
Hyderabad,2026-02-08,2,2,8764,Action-Packed,Mid-range Hotels,Nature|Shopping,Pokhara
Delhi,2025-08-26,10,3,46532,Relaxed,Private Apartments,Spiritual,Istanbul
Bangalore,2026-01-03,4,5,16264,Balanced,Mid-range Hotels,Nature|Trekking,Manali
Mumbai,2025-07-20,4,2,22918,Balanced,Mid-range Hotels,Shopping,Singapore
Jaipur,2026-01-15,6,6,32930,Balanced,Luxury Hotels,Food|Nature,Maldives
Jaipur,2024-07-01,3,4,13224,Action-Packed,Mid-range Hotels,Culture|Nature,Maldives
Bangalore,2026-06-30,7,2,33365,Balanced,Mid-range Hotels,Food|Shopping,Maldives
Mumbai,2025-09-15,3,1,5870,Action-Packed,Private Apartments,Beach|Food,Goa
Jaipur,2026-02-05,9,2,44347,Relaxed,Mid-range Hotels,Nature|Culture,Langkawi
Chennai,2024-02-25,3,3,15292,Balanced,Budget,Culture|Shopping,Coorg
Kochi,2024-05-03,5,2,12269,Action-Packed,Private Apartments,Nightlife|Food,Goa
Kolkata,2025-08-27,6,2,30665,Balanced,Private Apartments,Nightlife,Colombo
Pune,2024-12-08,7,2,41674,Relaxed,Mid-range Hotels,Adventure|Trekking,Ladakh
Kolkata,2026-11-09,3,2,9170,Action-Packed,Mid-range Hotels,Culture,Jaipur
Bangalore,2026-10-01,6,2,18015,Balanced,Private Apartments,Wildlife,Ooty
Delhi,2025-02-16,8,6,23868,Balanced,Budget,Adventure|Nature,Manali
Kolkata,2024-10-09,6,2,31275,Balanced,Mid-range Hotels,Adventure,Ooty
Pune,2024-11-24,3,3,17742,Action-Packed,Budget,Shopping,Dubai
Hyderabad,2024-12-11,3,2,18491,Balanced,Private Apartments,Spiritual,Ooty
Ahmedabad,2025-02-02,10,2,56692,Relaxed,Mid-range Hotels,Food|Nightlife,Andaman & Nicobar Islands
Bangalore,2024-10-22,6,4,35563,Balanced,Luxury Hotels,Relaxation|Culture,Langkawi
Kochi,2026-05-17,8,6,20952,Relaxed,Mid-range Hotels,Relaxation|Nature,Shimla
Delhi,2025-10-27,7,2,35471,Balanced,Luxury Hotels,Food|Nightlife,Maldives
Chennai,2024-12-22,8,2,39701,Relaxed,Luxury Hotels,Wildlife|Food,Da Nang
Chennai,2026-12-12,2,2,1500,Action-Packed,Budget,Adventure|Wildlife,Phuket
Pune,2026-09-07,5,5,22866,Action-Packed,Mid-range Hotels,Shopping|Wildlife,Andaman & Nicobar Islands
Jaipur,2025-08-02,2,2,3060,Balanced,Private Apartments,Spiritual|Culture,Coorg
Ahmedabad,2024-05-24,2,3,16570,Action-Packed,Mid-range Hotels,Wildlife,Ooty
Hyderabad,2026-01-07,7,6,38193,Balanced,Mid-range Hotels,Food|Wildlife,Singapore
Mumbai,2026-06-16,7,1,14978,Action-Packed,Mid-range Hotels,Yoga|Adventure,Rishikesh
Kochi,2025-07-26,4,2,6420,Balanced,Private Apartments,Yoga,Rishikesh
Chennai,2024-08-15,3,2,14399,Action-Packed,Mid-range Hotels,Spiritual,Langkawi
Delhi,2025-04-29,7,1,38400,Balanced,Luxury Hotels,Shopping|Nature,Coorg
Mumbai,2024-11-02,6,1,13492,Action-Packed,Private Apartments,Food,Goa
Bangalore,2025-10-10,3,2,18453,Action-Packed,Mid-range Hotels,Spiritual|Adventure,Singapore
Mumbai,2026-07-12,3,2,21299,Balanced,Mid-range Hotels,Food|Culture,Ooty
Hyderabad,2025-03-10,4,2,32315,Relaxed,Mid-range Hotels,Nightlife|Relaxation,Phuket
Pune,2024-01-06,2,2,1872,Balanced,Private Apartments,Nightlife,Istanbul
Chennai,2025-12-23,6,2,43781,Relaxed,Luxury Hotels,Relaxation|Beach,Bali
Pune,2026-02-25,9,2,49460,Balanced,Mid-range Hotels,Culture|Shopping,Dubai
Bangalore,2026-12-05,3,3,12323,Balanced,Mid-range Hotels,Nature,Ladakh
Mumbai,2026-08-26,7,2,34400,Balanced,Mid-range Hotels,Nightlife|Food,Dubai
Kolkata,2026-05-08,5,2,11578,Relaxed,Mid-range Hotels,Nature|Culture,Shimla
Kochi,2025-12-09,3,3,7115,Action-Packed,Private Apartments,Beach,Goa
Delhi,2024-10-10,3,6,16624,Action-Packed,Private Apartments,Spiritual,Colombo
Hyderabad,2025-10-24,4,2,23648,Action-Packed,Mid-range Hotels,Culture|Nature,Dubai
Jaipur,2024-06-10,9,2,42036,Relaxed,Mid-range Hotels,Beach,Pokhara
Pune,2025-07-24,2,2,6564,Balanced,Private Apartments,Food,Dubai
Hyderabad,2026-04-16,9,5,49721,Balanced,Private Apartments,Wildlife|Shopping,Singapore
Hyderabad,2025-07-04,7,4,39874,Relaxed,Mid-range Hotels,Relaxation|Adventure,Colombo
Mumbai,2024-08-21,6,2,26701,Balanced,Mid-range Hotels,Nature|Beach,Maldives
Kochi,2024-02-29,5,2,10126,Balanced,Budget,Beach,Goa
Hyderabad,2025-02-10,8,2,32772,Relaxed,Luxury Hotels,Beach,Langkawi
Mumbai,2024-06-18,8,1,14880,Balanced,Mid-range Hotels,Culture,Shimla
Chennai,2025-10-24,7,4,46378,Relaxed,Luxury Hotels,Culture,Bali
Mumbai,2025-02-14,8,1,39786,Relaxed,Luxury Hotels,Shopping|Culture,Dubai
Hyderabad,2026-06-28,2,4,10261,Action-Packed,Private Apartments,Adventure|Nightlife,Ooty
Bangalore,2026-12-06,8,2,25002,Relaxed,Mid-range Hotels,Adventure|Nature,Manali
Mumbai,2024-05-07,6,2,29363,Balanced,Luxury Hotels,Culture,Istanbul
Kochi,2026-11-25,10,2,53376,Relaxed,Luxury Hotels,Culture|Food,Dubai
Mumbai,2024-01-26,8,3,41464,Balanced,Luxury Hotels,Relaxation|Spiritual,Maldives
Chennai,2026-12-01,7,1,39551,Balanced,Mid-range Hotels,Wildlife,Istanbul
Chennai,2025-12-08,9,3,44872,Balanced,Mid-range Hotels,Culture|Wildlife,Langkawi
Ahmedabad,2026-02-25,9,2,22668,Relaxed,Budget,Relaxation|Nature,Shimla
Jaipur,2026-10-30,6,2,16542,Balanced,Budget,Adventure|Nature,Manali
Mumbai,2024-04-18,7,3,36680,Action-Packed,Mid-range Hotels,Food,Maldives
Chennai,2026-10-11,8,4,41602,Relaxed,Private Apartments,Relaxation,Istanbul
Kolkata,2026-11-23,5,3,24654,Action-Packed,Private Apartments,Shopping|Food,Coorg
Mumbai,2025-12-06,2,4,9698,Action-Packed,Private Apartments,Adventure,Ooty
Kochi,2024-05-24,5,3,11426,Balanced,Mid-range Hotels,Culture|Shopping,Jaipur
Mumbai,2025-12-09,10,3,49927,Relaxed,Mid-range Hotels,Relaxation,Istanbul
Pune,2025-04-18,4,2,25858,Balanced,Mid-range Hotels,Beach,Phuket
Hyderabad,2025-02-04,8,3,14744,Balanced,Budget,Yoga|Adventure,Rishikesh
Mumbai,2025-09-27,7,2,36677,Relaxed,Mid-range Hotels,Relaxation|Adventure,Da Nang
Bangalore,2025-04-06,8,2,48259,Balanced,Luxury Hotels,Relaxation,Pokhara
Jaipur,2024-05-20,4,6,19891,Relaxed,Mid-range Hotels,Shopping|Nightlife,Colombo
Bangalore,2024-02-03,3,4,14328,Action-Packed,Private Apartments,Food,Istanbul
Kochi,2024-04-13,5,1,28410,Action-Packed,Private Apartments,Adventure|Relaxation,Coorg
Kolkata,2024-07-18,8,2,40650,Relaxed,Luxury Hotels,Nature,Ladakh
Bangalore,2024-10-30,4,2,10078,Relaxed,Budget,Relaxation,Shimla
Kochi,2026-08-29,4,1,24143,Balanced,Budget,Spiritual,Istanbul
Mumbai,2026-11-02,4,2,11908,Action-Packed,Mid-range Hotels,Shopping,Jaipur
Ahmedabad,2025-05-22,10,3,45251,Balanced,Luxury Hotels,Relaxation,Dubai
Delhi,2024-03-04,8,4,42119,Relaxed,Luxury Hotels,Nature,Singapore
Jaipur,2026-04-21,5,4,26109,Balanced,Mid-range Hotels,Nature|Nightlife,Varanasi
Jaipur,2024-07-22,7,3,42398,Action-Packed,Mid-range Hotels,Nightlife|Culture,Phuket
Chennai,2025-06-18,4,5,24605,Balanced,Mid-range Hotels,Shopping|Culture,Colombo
Ahmedabad,2025-03-28,6,2,34682,Relaxed,Mid-range Hotels,Culture,Phuket
Kolkata,2024-01-20,5,2,21480,Action-Packed,Mid-range Hotels,Food|Relaxation,Coorg
Jaipur,2026-02-15,10,3,55724,Relaxed,Mid-range Hotels,Spiritual|Food,Langkawi
Pune,2026-09-21,5,2,16606,Action-Packed,Mid-range Hotels,Adventure,Manali
Ahmedabad,2024-08-30,5,4,13578,Balanced,Budget,Trekking,Manali
Mumbai,2026-10-08,3,2,5170,Action-Packed,Budget,Yoga,Rishikesh
Chennai,2025-09-07,3,2,9159,Action-Packed,Budget,Shopping,Jaipur
Chennai,2026-06-26,6,2,32293,Balanced,Mid-range Hotels,Relaxation|Culture,Singapore
Hyderabad,2025-11-12,6,5,18687,Balanced,Budget,Nature,Shimla
Bangalore,2024-09-14,5,2,12261,Balanced,Mid-range Hotels,Heritage,Jaipur
Jaipur,2025-06-19,5,4,8543,Relaxed,Budget,Spiritual|Yoga,Rishikesh
Kolkata,2024-05-07,9,2,43594,Relaxed,Mid-range Hotels,Food|Nature,Ooty
Kolkata,2026-12-07,5,3,48462,Action-Packed,Mid-range Hotels,Beach|Culture,Bali
Delhi,2024-05-11,8,3,39106,Balanced,Mid-range Hotels,Relaxation,Colombo
Ahmedabad,2024-10-08,7,6,35027,Relaxed,Mid-range Hotels,Food|Shopping,Singapore
Kolkata,2025-10-19,4,1,8846,Balanced,Private Apartments,Culture,Shimla
Ahmedabad,2024-11-11,7,5,35113,Balanced,Mid-range Hotels,Food,Phuket
Bangalore,2024-01-31,7,1,35247,Balanced,Mid-range Hotels,Adventure|Shopping,Langkawi
Chennai,2024-03-04,6,2,33127,Balanced,Mid-range Hotels,Shopping,Varanasi
Kolkata,2024-11-12,7,3,34025,Balanced,Mid-range Hotels,Spiritual|Relaxation,Varanasi
Kolkata,2024-03-09,5,4,24053,Relaxed,Private Apartments,Food,Varanasi
Kochi,2025-07-14,10,2,40767,Relaxed,Luxury Hotels,Adventure,Varanasi
Bangalore,2026-03-17,9,2,18944,Relaxed,Mid-range Hotels,Nature,Shimla
Chennai,2026-10-03,4,6,18786,Action-Packed,Budget,Nightlife|Beach,Pokhara
Mumbai,2025-10-26,8,2,38690,Relaxed,Mid-range Hotels,Adventure,Ladakh
Pune,2025-04-04,8,3,35834,Balanced,Luxury Hotels,Adventure,Phuket
Mumbai,2026-09-01,3,2,6263,Action-Packed,Private Apartments,Spiritual,Rishikesh
Delhi,2026-12-12,5,2,12240,Relaxed,Mid-range Hotels,Culture,Shimla
Mumbai,2024-07-21,6,2,16722,Relaxed,Private Apartments,Beach|Nightlife,Goa
Chennai,2026-04-06,5,4,28039,Action-Packed,Luxury Hotels,Trekking,Ladakh
Hyderabad,2024-07-20,3,2,6615,Action-Packed,Budget,Nature|Adventure,Da Nang
Ahmedabad,2024-06-14,8,3,38099,Relaxed,Mid-range Hotels,Culture|Beach,Langkawi
Kochi,2024-12-31,6,6,27019,Action-Packed,Mid-range Hotels,Beach,Singapore
Hyderabad,2025-12-01,5,5,21392,Balanced,Private Apartments,Culture,Pokhara
Kolkata,2024-07-16,6,2,10679,Relaxed,Mid-range Hotels,Adventure,Rishikesh
Bangalore,2025-10-12,8,2,40621,Relaxed,Mid-range Hotels,Adventure|Nature,Varanasi
Chennai,2025-11-15,5,3,26491,Balanced,Luxury Hotels,Culture,Varanasi
Chennai,2024-11-11,6,1,11232,Balanced,Mid-range Hotels,Yoga|Spiritual,Rishikesh
Jaipur,2026-05-18,5,4,23779,Balanced,Private Apartments,Wildlife,Pokhara
Mumbai,2025-11-20,3,4,14757,Balanced,Mid-range Hotels,Spiritual|Adventure,Dubai
Jaipur,2024-10-12,7,3,32419,Relaxed,Mid-range Hotels,Wildlife,Singapore
Jaipur,2024-12-24,7,5,13118,Relaxed,Private Apartments,Spiritual|Adventure,Rishikesh
Ahmedabad,2024-09-21,10,1,52880,Relaxed,Mid-range Hotels,Food|Culture,Varanasi
Mumbai,2024-05-02,3,2,8181,Action-Packed,Private Apartments,Beach,Goa
Kochi,2024-10-13,4,2,15965,Action-Packed,Budget,Nature|Wildlife,Varanasi
Mumbai,2025-12-21,5,3,23021,Balanced,Private Apartments,Adventure,Langkawi
Kochi,2026-03-23,4,2,19557,Relaxed,Mid-range Hotels,Nature|Culture,Istanbul
Pune,2025-09-09,4,2,12241,Balanced,Private Apartments,Culture,Jaipur
Ahmedabad,2025-09-30,6,2,26382,Balanced,Luxury Hotels,Adventure|Wildlife,Varanasi
Delhi,2024-10-13,9,2,42098,Relaxed,Luxury Hotels,Relaxation|Spiritual,Dubai
Jaipur,2026-06-03,7,4,31516,Action-Packed,Luxury Hotels,Culture|Shopping,Da Nang
Ahmedabad,2024-06-16,10,2,53034,Relaxed,Mid-range Hotels,Nature,Da Nang
Kolkata,2026-01-28,10,3,21334,Relaxed,Budget,Adventure|Yoga,Rishikesh
Bangalore,2024-01-17,4,2,14119,Relaxed,Mid-range Hotels,Nightlife,Coorg
Ahmedabad,2026-05-13,4,2,24566,Balanced,Private Apartments,Spiritual,Varanasi
Jaipur,2024-05-29,2,2,11278,Action-Packed,Mid-range Hotels,Nature|Spiritual,Dubai
Ahmedabad,2026-10-17,5,3,30330,Balanced,Mid-range Hotels,Shopping|Culture,Pokhara
Chennai,2026-09-24,6,2,11517,Balanced,Mid-range Hotels,Beach|Food,Goa
Ahmedabad,2024-01-18,2,3,14218,Action-Packed,Mid-range Hotels,Spiritual,Ooty
Hyderabad,2025-11-10,7,2,34470,Relaxed,Mid-range Hotels,Wildlife,Langkawi
Jaipur,2026-05-02,9,2,48934,Balanced,Mid-range Hotels,Nature|Adventure,Ladakh
Kolkata,2025-08-05,10,3,56051,Relaxed,Luxury Hotels,Beach,Varanasi
Chennai,2026-08-27,4,2,20661,Relaxed,Mid-range Hotels,Spiritual,Maldives
Chennai,2024-11-17,8,3,42923,Relaxed,Luxury Hotels,Relaxation|Adventure,Andaman & Nicobar Islands
Chennai,2025-07-12,6,4,23001,Action-Packed,Private Apartments,Wildlife|Beach,Da Nang
Kochi,2025-11-20,9,3,38970,Balanced,Mid-range Hotels,Food,Singapore
Pune,2025-03-27,2,1,6364,Action-Packed,Private Apartments,Wildlife|Nature,Phuket
Pune,2024-12-28,2,5,11353,Balanced,Private Apartments,Beach|Relaxation,Dubai
Delhi,2024-02-23,4,2,6511,Action-Packed,Private Apartments,Spiritual|Adventure,Rishikesh
Kolkata,2024-12-26,4,3,8031,Balanced,Mid-range Hotels,Beach|Food,Goa
Chennai,2026-06-07,7,3,38261,Relaxed,Mid-range Hotels,Spiritual|Relaxation,Langkawi
Hyderabad,2026-02-18,2,3,7571,Balanced,Private Apartments,Culture|Shopping,Jaipur
Kolkata,2024-05-15,8,6,40729,Relaxed,Luxury Hotels,Nature|Beach,Ooty
Jaipur,2024-11-08,4,2,37836,Relaxed,Mid-range Hotels,Beach,Bali
Chennai,2026-02-22,3,2,9103,Action-Packed,Private Apartments,Shopping,Jaipur
Kochi,2025-02-10,6,2,29205,Balanced,Mid-range Hotels,Shopping,Pokhara
Bangalore,2025-03-05,3,2,20754,Action-Packed,Mid-range Hotels,Wildlife,Phuket
Kochi,2025-08-08,6,2,23135,Balanced,Mid-range Hotels,Culture,Istanbul
Jaipur,2025-08-19,6,4,32595,Balanced,Mid-range Hotels,Nightlife,Varanasi
Pune,2026-11-03,10,2,47424,Balanced,Mid-range Hotels,Spiritual,Istanbul
Delhi,2025-12-19,5,5,7721,Action-Packed,Budget,Yoga,Rishikesh
Hyderabad,2024-08-08,3,1,19224,Action-Packed,Private Apartments,Shopping|Relaxation,Dubai
Jaipur,2026-07-11,3,4,13494,Action-Packed,Budget,Shopping,Coorg
Mumbai,2025-12-16,7,2,36457,Relaxed,Mid-range Hotels,Food,Pokhara
Chennai,2025-03-01,7,2,38040,Balanced,Luxury Hotels,Nightlife|Wildlife,Coorg
Chennai,2025-01-09,10,2,50695,Relaxed,Mid-range Hotels,Wildlife|Beach,Varanasi
Kolkata,2024-02-09,7,4,32279,Relaxed,Mid-range Hotels,Food,Ooty
Hyderabad,2025-11-10,2,3,14150,Balanced,Private Apartments,Food|Nature,Maldives
Hyderabad,2024-08-17,8,2,40022,Relaxed,Mid-range Hotels,Adventure,Pokhara
Hyderabad,2026-11-01,4,2,11838,Relaxed,Mid-range Hotels,Culture,Jaipur
Hyderabad,2024-09-07,4,3,19698,Relaxed,Mid-range Hotels,Spiritual|Nature,Langkawi
Chennai,2024-12-07,4,4,8903,Balanced,Budget,Nightlife,Goa
Hyderabad,2026-09-28,3,2,19532,Action-Packed,Mid-range Hotels,Beach,Bali
Hyderabad,2024-11-02,10,6,57932,Relaxed,Private Apartments,Shopping,Da Nang
Ahmedabad,2026-07-08,8,3,38681,Balanced,Luxury Hotels,Beach|Spiritual,Colombo
Kolkata,2025-06-12,10,3,54543,Balanced,Mid-range Hotels,Adventure,Dubai
Pune,2026-02-06,7,2,13686,Balanced,Mid-range Hotels,Yoga,Rishikesh
Chennai,2026-07-31,3,2,11218,Action-Packed,Budget,Beach|Food,Coorg
Hyderabad,2025-03-17,3,2,8922,Balanced,Mid-range Hotels,Culture|Nature,Shimla
Pune,2026-02-17,2,2,20708,Balanced,Mid-range Hotels,Relaxation,Coorg
Bangalore,2025-09-15,2,2,19211,Action-Packed,Budget,Wildlife|Spiritual,Pokhara
Ahmedabad,2026-10-18,4,3,19162,Balanced,Budget,Beach,Phuket
Chennai,2025-07-01,4,4,10343,Relaxed,Private Apartments,Relaxation,Shimla
Hyderabad,2026-12-23,9,4,48059,Balanced,Luxury Hotels,Trekking,Ladakh
Delhi,2025-12-05,10,2,53839,Relaxed,Luxury Hotels,Spiritual,Coorg
Chennai,2025-02-01,7,4,26688,Balanced,Luxury Hotels,Beach,Andaman & Nicobar Islands
Kolkata,2025-05-18,5,2,13071,Relaxed,Private Apartments,Beach,Goa
Chennai,2025-04-19,3,4,5313,Action-Packed,Private Apartments,Beach,Goa
Kochi,2025-10-03,4,3,18243,Balanced,Mid-range Hotels,Nature,Ladakh
Pune,2026-04-08,3,2,11057,Action-Packed,Mid-range Hotels,Relaxation|Culture,Shimla
Ahmedabad,2024-03-23,7,2,21963,Balanced,Mid-range Hotels,Heritage,Jaipur
Jaipur,2026-03-04,5,2,12214,Balanced,Private Apartments,Relaxation,Shimla
Chennai,2025-05-27,8,3,42523,Balanced,Mid-range Hotels,Shopping|Nightlife,Pokhara
Hyderabad,2026-08-28,8,4,37019,Relaxed,Private Apartments,Shopping,Colombo
Ahmedabad,2024-04-21,6,4,13358,Action-Packed,Budget,Spiritual,Rishikesh
Mumbai,2024-05-02,2,3,12087,Balanced,Private Apartments,Beach|Wildlife,Istanbul
Delhi,2024-01-07,8,3,36764,Relaxed,Luxury Hotels,Wildlife|Adventure,Da Nang
Pune,2026-12-29,9,1,43375,Relaxed,Luxury Hotels,Shopping,Maldives
Delhi,2025-09-18,7,2,34597,Relaxed,Luxury Hotels,Trekking|Nature,Ladakh
Delhi,2025-05-10,3,2,14251,Action-Packed,Private Apartments,Wildlife|Adventure,Varanasi
Mumbai,2026-07-25,6,2,28056,Action-Packed,Mid-range Hotels,Adventure,Istanbul
Hyderabad,2024-01-08,9,3,43146,Relaxed,Luxury Hotels,Wildlife|Nature,Andaman & Nicobar Islands
Chennai,2025-06-21,5,2,41152,Relaxed,Luxury Hotels,Culture,Bali
Kolkata,2025-06-02,5,3,20989,Balanced,Mid-range Hotels,Trekking,Ladakh
Mumbai,2024-08-06,6,2,22848,Action-Packed,Private Apartments,Adventure|Culture,Varanasi
Jaipur,2025-07-06,5,1,21768,Action-Packed,Private Apartments,Wildlife|Nightlife,Da Nang
Bangalore,2026-11-07,10,4,52124,Relaxed,Mid-range Hotels,Shopping,Da Nang
Bangalore,2024-04-26,6,3,33756,Balanced,Mid-range Hotels,Relaxation|Shopping,Langkawi
Kochi,2026-02-05,9,2,48661,Relaxed,Luxury Hotels,Relaxation|Beach,Andaman & Nicobar Islands
Chennai,2025-10-14,6,3,38510,Action-Packed,Mid-range Hotels,Nature|Trekking,Ladakh
Jaipur,2024-07-03,8,4,44857,Relaxed,Mid-range Hotels,Wildlife,Langkawi
Delhi,2024-03-16,3,3,10587,Balanced,Budget,Relaxation,Langkawi
Kochi,2025-12-26,4,2,20892,Balanced,Mid-range Hotels,Shopping,Andaman & Nicobar Islands
Jaipur,2024-08-29,4,3,18376,Balanced,Mid-range Hotels,Culture|Adventure,Andaman & Nicobar Islands
Hyderabad,2024-05-06,6,3,32127,Balanced,Luxury Hotels,Adventure,Colombo
Delhi,2026-12-26,5,2,11278,Relaxed,Mid-range Hotels,Spiritual|Yoga,Rishikesh
Kolkata,2025-04-18,5,2,9081,Balanced,Mid-range Hotels,Relaxation|Culture,Shimla
Pune,2025-04-04,10,2,46870,Balanced,Luxury Hotels,Shopping|Nightlife,Varanasi
Kochi,2024-11-16,2,4,13857,Balanced,Private Apartments,Culture,Da Nang
Mumbai,2025-04-01,7,2,12498,Action-Packed,Mid-range Hotels,Adventure|Yoga,Rishikesh
Kolkata,2026-03-31,2,2,5782,Action-Packed,Private Apartments,Nature,Maldives
Delhi,2026-09-21,3,2,8739,Balanced,Mid-range Hotels,Culture,Shimla
Kolkata,2026-03-22,6,4,30100,Balanced,Mid-range Hotels,Shopping,Pokhara
Mumbai,2024-07-22,8,5,18944,Balanced,Mid-range Hotels,Culture|Nature,Shimla
Bangalore,2024-05-03,2,2,7909,Balanced,Budget,Beach,Pokhara
Chennai,2024-02-10,9,6,45686,Balanced,Luxury Hotels,Nature,Singapore
Bangalore,2026-06-11,2,2,18630,Action-Packed,Mid-range Hotels,Culture|Relaxation,Bali
Jaipur,2024-08-25,7,2,59467,Balanced,Luxury Hotels,Culture,Bali
Kochi,2025-02-11,2,2,6536,Action-Packed,Private Apartments,Relaxation,Istanbul
Kochi,2024-10-04,6,2,14710,Relaxed,Private Apartments,Beach|Nightlife,Goa
Kochi,2025-12-18,3,5,12279,Balanced,Mid-range Hotels,Shopping,Jaipur
Chennai,2026-09-08,3,4,14527,Balanced,Private Apartments,Adventure|Wildlife,Singapore
Pune,2026-07-03,3,4,16984,Action-Packed,Mid-range Hotels,Beach|Food,Da Nang
Pune,2026-11-22,7,2,40316,Balanced,Private Apartments,Wildlife|Spiritual,Istanbul
Chennai,2025-02-16,8,2,45653,Balanced,Luxury Hotels,Nightlife,Colombo
Jaipur,2026-01-05,4,4,21632,Balanced,Mid-range Hotels,Adventure,Ladakh
Mumbai,2026-06-29,6,5,33297,Balanced,Luxury Hotels,Relaxation,Singapore
Mumbai,2024-10-03,3,3,18886,Balanced,Mid-range Hotels,Shopping|Nature,Ooty
Delhi,2024-11-11,5,2,24832,Relaxed,Mid-range Hotels,Nightlife,Ooty
Kolkata,2024-07-20,6,2,16589,Action-Packed,Private Apartments,Shopping|Heritage,Jaipur
Hyderabad,2026-04-15,8,1,36475,Relaxed,Mid-range Hotels,Shopping|Beach,Phuket
Chennai,2026-02-15,10,2,47407,Balanced,Mid-range Hotels,Culture,Ooty
Bangalore,2024-06-22,3,2,11257,Action-Packed,Mid-range Hotels,Shopping|Culture,Jaipur
Delhi,2026-02-27,3,1,9385,Action-Packed,Budget,Nature,Manali
Jaipur,2024-06-21,7,4,32935,Action-Packed,Private Apartments,Adventure,Maldives
Chennai,2024-01-29,3,2,6928,Balanced,Budget,Relaxation,Shimla
Kochi,2026-10-08,6,3,35905,Balanced,Mid-range Hotels,Culture,Singapore
Jaipur,2025-09-06,5,1,25301,Balanced,Mid-range Hotels,Spiritual|Adventure,Coorg
Ahmedabad,2026-10-30,2,4,5690,Balanced,Budget,Beach,Goa
Pune,2024-05-14,2,2,17694,Action-Packed,Mid-range Hotels,Beach,Pokhara
Bangalore,2024-06-02,9,1,45903,Balanced,Luxury Hotels,Culture,Maldives
Kolkata,2024-07-19,6,3,17771,Balanced,Mid-range Hotels,Trekking|Adventure,Manali
Jaipur,2024-11-03,6,2,11086,Balanced,Mid-range Hotels,Spiritual,Rishikesh
Kolkata,2024-06-03,10,3,48806,Relaxed,Luxury Hotels,Beach,Colombo
